GeneSymbol	cohort1_rep1	cohort1_rep2	cohort2_rep1	cohort2_rep2
IQSEC2	212	248	311	324
MIR6894	0	2	3	4
MIR6895	2	0	0	0
KDM5C	2174	2567	2130	2275
ACTG1P10	24	27	58	82
RNU7-37P	1	0	0	0
KANTR	58	100	33	40
TSPYL2	528	648	495	508
GPR173	26	41	0	0
FAM156A	27	37	18	12
FAM156B	9	9	3	2
XAGE3	0	1	0	0
EIF4A2P4	34	34	30	52
XAGE5	0	0	0	0
SPANXN5	0	0	0	0
SSX2B	0	0	0	0
LOC102723585	0	0	0	0
LOC791098	0	0	0	0
SSX2	0	0	0	0
SSXP5	0	0	0	0
RNA5SP504	0	0	0	0
LOC791097	0	1	1	1
SSX7	0	0	0	0
SSX8P	0	0	0	0
LOC100420089	1	0	0	0
SSXP1	0	0	0	0
SSXP4	0	0	0	0
RBM22P11	0	0	0	0
XAGE1B	0	0	0	0
RBM22P7	0	0	0	0
XAGE1A	0	0	0	0
RBM22P6	0	0	0	0
XAGE2	0	0	0	0
MIR8088	0	0	0	0
LOC100421603	0	0	0	0
SNORA11D	0	0	0	0
MAGED4	0	0	1	2
SNORA11E	0	0	0	1
MAGED4B	7	3	71	60
TPMTP3	0	0	0	0
UQCR10P1	0	0	0	0
IPO7P1	11	5	9	11
RNU6-504P	0	0	0	0
LOC100631242	0	0	4	2
MAGED1	333	403	2349	2528
GSPT2	1	0	0	0
CENPVL1	0	0	0	0
CENPVL2	0	0	0	0
CENPVL3	0	0	0	0
TRE-CTC18-1	0	0	0	0
LINC01496	0	0	0	0
NUDT11	0	2	101	90
EZHIP	0	0	0	0
LOC100419238	0	0	0	0
NUDT10	0	0	0	0
LOC100420331	0	0	0	0
LINC01284	0	0	0	0
LOC100420318	0	0	0	0
HMGB1P15	0	0	0	0
BMP15	0	0	0	0
H3P44	2	1	6	0
RNU6-935P	0	0	0	0
SHROOM4	1	1	14	10
DGKK	0	0	0	0
CCNB3	3	3	4	6
AKAP4	0	0	0	0
PYY3	0	0	0	0
MIR502	0	0	0	0
MIR660	0	0	0	0
MIR500B	0	1	0	0
MIR501	0	0	0	0
MIR362	0	0	0	0
MIR500A	0	0	0	0
MIR188	0	0	0	0
MIR532	0	0	0	0
RNU6-421P	0	0	0	0
CLCN5	166	200	98	99
CPSF1P2	0	0	0	0
USP27X	75	110	113	106
USP27X-DT	13	12	10	7
PAGE4	0	0	0	0
PAGE1	0	2	0	0
SALL1P1	0	0	0	0
VDAC1P2	2	4	5	1
GAGE1	0	0	0	0
GAGE2A	0	0	0	0
GAGE12H	0	1	0	0
GAGE12G	0	0	0	0
GAGE12F	0	0	0	0
GAGE12E	0	0	0	0
GAGE12D	0	0	0	0
GAGE12C	0	0	0	0
GAGE12B	0	0	0	0
GAGE13	0	0	0	0
GAGE12J	0	0	0	0
GAGE10	0	0	0	0
PPP1R3F	204	267	49	76
FLICR	1	0	0	0
FOXP3	20	20	4	6
CCDC22	285	377	223	245
HSPB1P2	3	6	4	3
CACNA1F	11	10	0	0
SYP-AS1	0	0	0	0
SYP	22	43	2	0
PRICKLE3	251	357	139	167
PLP2	1062	1306	719	734
MAGIX	39	45	2	4
RN7SL262P	0	0	0	0
GPKOW	363	443	240	279
RNU4-52P	0	0	0	0
WDR45	337	421	274	287
PRAF2	250	286	144	161
CCDC120	316	335	408	477
TFE3	410	516	513	518
GRIPAP1	582	750	381	431
KCND1	20	25	23	33
RNU6-722P	0	0	0	0
OTUD5	868	1123	835	822
PIM2	174	262	102	85
SLC35A2	382	454	353	364
PQBP1	872	1043	713	745
TIMM17B	590	661	291	335
PCSK1N	187	221	0	0
ERAS	1	0	0	0
HDAC6	358	498	198	224
GATA1	0	0	0	0
RNU6-29P	0	0	0	0
LOC100420869	58	77	264	278
GLOD5	1	6	0	0
RNU6-1056P	0	0	0	0
SUV39H1	187	220	139	164
WAS	20	25	2	12
VN1R110P	0	0	0	0
WDR13	484	576	344	356
MRPL32P1	0	0	0	0
RBM3	3643	4378	3717	3658
TBC1D25	237	281	166	179
EBP	271	371	293	296
PORCN	49	61	45	40
LOC101927635	1	0	0	0
FTSJ1	246	341	266	276
SLC38A5	0	3	0	1
LOC791096	1	0	1	1
SSXP7	0	0	0	0
SSXP6	0	0	0	0
LOC791095	0	0	0	0
SSX4B	0	0	0	0
SSX4	0	0	0	0
LOC101060049	0	0	0	0
LOC791093	0	0	0	1
SSX3	0	0	0	0
SSXP9	0	0	0	0
LOC791092	0	0	0	0
SSX9P	0	0	0	0
LOC791091	0	0	0	0
LOC100420551	1	0	0	0
SSXP8	0	0	0	0
SSX1	0	1	0	0
LOC100420084	0	0	0	0
RNA5SP503	0	0	0	0
LOC100420083	0	0	0	0
SSX5	0	0	0	0
SSXP3	0	0	0	0
RNU6-707P	0	0	0	0
LOC643554	1	0	0	2
SPACA5B	0	0	0	0
SSX6P	0	0	0	0
ZNF630	175	215	59	61
ZNF630-AS1	0	0	0	0
SPACA5	0	0	0	0
ZNF182	128	180	70	95
RPL7P57	6	12	5	11
ZNF81	210	230	164	183
WASF4P	23	32	18	32
LOC100419784	0	0	0	0
CDK16	1145	1373	1256	1264
INE1	13	30	22	23
UBA1	4950	5868	5373	5859
ITPK1P1	0	0	0	0
RBM10	883	1003	1009	998
NDUFB11	966	1182	585	607
RNU12-2P	0	0	0	0
RNU6-1189P	0	0	0	0
RGN	1	0	0	0
JADE3	1040	1352	362	393
LINC01545	3	2	0	2
RP2	155	204	113	129
SLC9A7	818	991	976	993
SRSF6P1	0	0	0	0
LINC02595	0	0	2	3
MIR222	0	0	0	0
MIR221	0	0	0	0
MIR222HG	0	2	16	25
MFFP3	0	0	0	0
CYBB	2	3	0	0
H2AL1SP	0	0	0	0
XK	22	35	2	7
LANCL3	0	0	0	0
FAM47DP	0	0	0	0
FTH1P27	0	0	0	0
FTH1P19	0	0	0	0
LOC100420326	0	0	0	0
PRRG1	17	35	158	194
MOB1AP2	0	0	0	0
LOC442445	0	0	0	0
FTHL18	0	0	0	0
FAM47C	0	0	0	0
LOC100422408	0	0	0	0
TFDP1P2	6	6	7	11
H2AL1QP	0	0	0	0
RPS15AP40	2	0	0	2
LOC101928627	0	0	0	0
HMGB1P16	0	0	1	3
CFAP47	2	3	5	3
RPL14P5	0	0	0	0
RPL23AP82	10	24	7	13
RABL2B	81	92	104	100
LOC101929829	0	0	0	0
CYP2D6	1	0	0	0
OLA1P1	72	114	166	178
NDUFA6-DT	17	18	7	16
NDUFA6	419	517	642	665
SMDT1	268	303	412	452
PHETA2	53	60	2	1
TCF20	1364	1618	1442	1538
CYP2D8P	2	2	4	10
CYP2D7	1	2	9	17
APOBEC3A_B	0	0	0	0
HIRA	627	782	1041	1138
KRT18P62	5	6	0	2
DVL1P1	0	0	0	0
RPL34P35	0	0	0	0
CLTCL1	57	51	36	31
SLC25A1	1823	2227	1545	1727
LINC01311	27	39	20	20
GSC2	2	0	0	0
ABCD1P4	0	4	1	0
LOC100421685	0	0	0	0
LOC644525	0	1	0	0
LINC01424	5	6	6	5
UBE2G2	561	700	1499	1608
KRTAP10-13P	0	0	0	0
KRTAP10-12	0	0	0	0
KRTAP12-6P	0	0	0	0
KRTAP12-1	0	1	0	0
IMMTP1	6	7	13	13
KRTAP12-2	2	0	0	0
KRTAP12-3	0	0	0	0
KRTAP12-4	0	0	0	0
KRTAP10-11	0	0	0	0
KRTAP10-10	0	0	0	0
KRTAP10-9	0	0	0	0
KRTAP10-8	0	0	0	0
KRTAP10-7	0	0	0	0
KRTAP10-6	0	0	0	0
KRTAP10-5	0	0	0	0
KRTAP10-4	0	0	0	0
KRTAP10-3	0	0	0	0
KRTAP10-2	0	0	0	0
KRTAP10-1	0	0	0	0
TSPEAR-AS2	1	1	1	1
TSPEAR-AS1	3	2	0	1
TSPEAR	19	14	0	0
GART	820	986	1882	2019
DNAJC28	2	6	9	16
RPS5P3	0	0	0	1
TMEM50B	278	307	247	264
IFNGR2	220	269	631	654
C21orf62	0	0	0	0
C21orf62-AS1	1	4	2	5
PAXBP1	381	449	612	668
RNU4-45P	0	0	0	0
LOC100420035	2	0	0	0
LINC00308	0	0	0	0
RPL7P3	0	0	0	0
MIR133A2	0	0	0	0
MIR1-1	0	0	0	0
MIR1-1HG	0	0	0	0
MIR1-1HG-AS1	0	0	0	0
GATA5	0	1	0	0
LINC01440	0	0	0	0
LINC01441	7	7	0	0
EPS8L1	380	435	1063	1135
RDH13	156	186	135	138
GP6	0	0	2	1
RPL36AP50	0	0	0	1
NLRP2	0	0	0	0
NLRP7	0	0	0	0
NCR1	0	1	0	0
KIR2DL3	0	0	0	0
KIR3DL3	0	0	0	0
LILRP2	0	0	0	0
LILRP1	0	0	0	0
LILRB4	0	0	0	0
VN1R105P	0	0	0	0
MIR8061	0	0	0	0
LILRB1	0	0	0	0
LAIR1	0	0	0	0
LILRA4	0	0	0	0
VN1R104P	0	0	0	0
LILRA5	0	0	0	0
LILRA3	0	0	0	0
MIR4752	0	0	0	0
LILRB2	0	0	0	0
LILRB5	1	0	0	0
LILRB3	0	0	0	0
RPS9	3486	4314	3933	4238
TSEN34	618	785	643	673
MBOAT7	573	680	783	810
TMC4	592	695	612	703
LENG1	162	193	80	99
CNOT3	829	1053	801	887
PRPF31	643	755	780	858
TFPT	291	310	340	388
NDUFA3	383	532	412	483
OSCAR	4	7	2	3
TARM1	0	1	0	0
VSTM1	0	0	0	0
FCAR	0	1	0	0
RNU6-222P	0	0	0	0
KIR3DL2	0	0	0	0
KIR2DS4	0	0	0	0
KIR3DL1	0	0	0	0
KIR2DL4	0	0	0	0
KIR3DP1	0	0	0	0
KIR2DL1	0	0	0	0
LOC101928804	0	0	0	0
KIR2DP1	0	0	0	0
LILRA1	0	0	0	0
LILRA2	0	0	0	0
KIR3DX1	0	0	0	0
LAIR2	0	0	0	0
CDC42EP5	40	52	40	29
LENG9	179	166	103	111
LENG8	1070	1211	1335	1520
LENG8-AS1	23	28	14	21
TTYH1	18	18	7	1
KIR2DS3	0	0	0	0
KIR3DS1	0	0	0	0
LILRA6	0	0	0	0
LOC100421130	12	8	11	4
LOC100420187	0	0	0	0
RNU6-1307P	0	0	0	0
GRIK5	4	1	2	1
ATP1A3	20	27	65	86
RABAC1	261	332	253	306
LOC100505585	0	7	21	27
ERFL	8	16	12	21
ARHGEF1	814	1025	824	883
CD79A	7	3	1	1
MIR6797	2	1	0	0
RPS19	6139	7814	5232	5660
DMRTC2	0	0	0	0
LYPD4	0	0	0	0
HNRNPA1P52	1	6	0	7
LOC100422623	0	0	0	1
CEACAM3	0	0	0	0
CEACAM6	151	206	274	288
CEACAM5	19	23	249	278
CEACAM7	5	4	2	4
DNAJC19P3	0	0	0	0
CEACAM4	0	0	0	0
DNAJC19P2	0	0	0	0
CEACAMP3	0	0	0	0
LOC110467527	0	0	0	0
CEACAM21	0	0	0	0
LINC01480	0	1	0	0
PLEKHA3P1	7	5	11	10
TPM3P5	16	27	20	37
PCAT19	1	3	0	0
ERICH4	0	1	0	0
DMAC2	391	463	357	379
RPL29P33	1	1	0	3
GARRE1	160	209	395	421
LSM14A	2736	3549	2588	2771
ZNF92P2	0	0	0	0
PCGF7P	4	5	5	7
MTDHP5	0	0	0	0
VN1R85P	0	0	0	0
ZNF676	0	2	2	1
BNIP3P30	0	0	0	0
BNIP3P31	0	0	0	0
ZNF43	290	343	246	229
BRI3BPP1	0	0	0	0
CCNYL6	1	3	5	2
ZNF100	113	164	391	382
VN1R84P	0	2	3	4
MTDHP4	0	0	0	0
MTDHP3	0	0	0	0
LOC400682	0	0	0	0
ZNF430	170	191	321	325
KRT18P40	4	3	0	0
ZNF85	116	136	256	236
LOC100418993	0	0	0	0
LOC100418992	0	0	0	0
LOC100418991	0	0	0	0
LOC100418990	0	0	0	0
LOC100418989	0	0	1	0
LOC100418988	0	0	0	0
LOC100418987	0	0	0	0
LOC100418986	0	0	0	0
BNIP3P24	0	0	0	0
ZNF66	74	110	86	65
VN1R79P	0	0	0	0
LOC100533638	0	0	0	0
ZNF626	1	0	0	0
VN1R78P	0	0	0	0
ZNF737	260	294	205	226
BNIP3P23	0	0	0	0
BNIP3P22	0	0	0	0
MIR1270	0	0	0	0
ZNF826P	0	0	0	0
BNIP3P21	0	0	0	0
BNIP3P20	0	0	0	0
BNIP3P19	0	0	0	0
LOC100129265	1	5	0	0
BNIP3P18	0	0	0	0
LOC284441	74	93	139	152
BNIP3P17	0	0	0	0
LOC100419841	0	0	0	0
BNIP3P16	0	0	0	0
ZNF486	0	0	0	0
BNIP3P15	0	0	0	0
RPS16P10	107	134	85	112
ZNF90	8	9	0	1
BNIP3P14	0	0	0	0
ZNF558	319	408	290	337
OR2Z1	0	0	0	0
RPL23AP78	0	0	0	0
ACTL9	0	0	0	0
NFILZ	0	0	0	0
ADAMTS10	1	2	9	16
SALL3	0	0	0	0
DSEL	6	11	1	1
LOC100422053	0	0	0	0
RPLP0P11	0	0	0	0
SKA1	69	99	138	168
RNA5SP458	0	0	0	0
FSCN2	85	88	17	17
ACTG1	24998	30197	80182	86578
MIR3186	0	0	0	0
MIR4740	0	0	0	0
BAHCC1	352	430	624	665
LOC100130370	16	15	15	13
CBX2	945	1091	1942	2282
ENPP7	0	0	0	0
LINC02078	0	0	0	0
MIR4739	0	0	0	0
RBFOX3	0	2	0	0
SEPTIN9	4584	5565	10203	11212
SEPTIN9-DT	0	1	2	1
SLC16A6	257	291	303	313
ARSG	246	323	237	256
AMZ2	698	881	956	1080
ARHGAP27P2	23	34	6	11
RDM1P3	0	0	0	0
SH3GL1P3	1	2	1	1
LRRC37A16P	0	1	3	0
LINC00674	2027	2506	3267	3378
FBXO36P1	0	0	0	0
KPNA2	755	932	2689	2902
TRR-CCG2-1	0	0	0	0
C17orf58	211	275	1075	1132
RN7SL622P	0	0	0	0
BPTF	3378	4396	5923	6190
SMURF2	688	863	1673	1876
CEP95	445	544	795	835
MIR5047	88	113	330	264
MIR3064	14	26	77	44
DDX5	7895	9910	18962	19927
ATP5MFP4	0	0	0	0
POLG2	157	223	265	278
MILR1	0	0	0	0
PECAM1	0	0	0	0
RPL31P57	0	0	0	0
TEX2	693	887	1097	1187
RAB5C	1292	1618	1285	1379
HSPB9	0	1	0	0
KAT2A	493	685	506	503
DHX58	9	10	1	0
C17orf113	121	160	51	40
ZNF385C	13	15	5	6
NKIRAS2	465	565	423	456
DNAJC7	1196	1410	1266	1341
CNP	485	571	936	1095
ODAD4	24	24	3	5
ACLY	3687	4367	4905	5337
KLHL11	942	1207	694	811
KLHL10	0	0	0	0
NT5C3B	374	460	574	673
FKBP10	1383	1769	2454	2764
P3H4	305	373	461	547
JUP	5585	6630	4539	4909
RN7SL399P	0	0	0	0
RNA5SP442	0	0	0	0
HAP1	32	23	9	16
GAST	0	0	0	0
KRTAP16-1	0	0	0	0
KRTAP17-1	0	0	0	0
TBC1D3P7	2	1	1	1
KRT33A	0	0	0	0
KRT33B	0	0	0	0
KRT34	0	0	0	0
KRT31	1	1	0	1
KRT41P	0	0	0	0
LOC100505782	0	0	0	0
KRT37	1	3	0	0
KRTAP9-2	0	0	0	0
KRTAP9-3	0	0	0	0
KRTAP9-4	0	0	0	0
KRTAP9-9	0	0	0	0
KRTAP9-10P	0	0	0	0
KRTAP29-1	0	0	0	0
KRTAP9-12P	0	0	0	0
KRTAP9-6	0	0	0	0
KRTAP9-11P	0	0	0	0
KRTAP9-7	0	0	0	0
KRTAP4-12	0	0	0	0
KRTAP4-11	0	0	0	0
KRTAP4-9	0	0	0	0
KRTAP4-16	0	0	0	0
KRTAP4-8	0	0	0	0
LOC100996750	0	0	0	0
KRTAP2-5P	0	0	0	0
KRTAP2-4	0	0	1	0
KRTAP2-3	0	0	0	0
KRTAP2-2	0	0	0	0
KRTAP2-1	0	0	0	0
KRTAP1-1	0	0	0	0
KRTAP1-3	0	0	4	4
KRTAP1-4	0	0	0	0
KRTAP1-5	0	0	0	0
KRTAP3-1	1	3	5	8
KRTAP3-4P	0	0	0	0
KRTAP3-2	0	0	0	0
KRTAP3-3	0	0	0	0
KRT40	0	0	0	0
KRT39	0	0	0	0
KRT23	2	2	40	40
KRT20	0	1	0	0
KRT12	0	0	0	0
SRCIN1	203	210	154	176
ARHGAP23	0	3	1	0
SOCS7	523	636	769	817
GPR179	2	6	7	2
MRPL45	364	487	593	659
NPEPPSP1	48	44	39	54
MRM1	41	49	62	69
DHRS11	27	32	127	128
RPS2P50	8	13	5	3
GGNBP2	581	830	741	850
PIGW	510	575	234	261
MYO19	489	531	965	981
RNA5SP439	0	0	0	0
ZNHIT3	256	329	347	367
TBC1D3J	0	0	0	0
TBC1D3F	0	0	0	0
RNU6-1192P	0	0	0	0
TBC1D3H	0	0	0	0
LOC100420852	0	0	1	0
TBC1D3C	0	0	0	0
YWHAEP6	0	0	0	0
CCL4L2	0	0	0	0
CCL3L3	0	0	0	0
TBC1D3B	0	0	0	0
LOC100420851	1	0	0	0
LOC100419980	0	0	0	0
RDM1	10	13	5	8
LOC100133244	3	6	0	0
LRRC37A9P	4	5	3	2
LRRC37A8P	20	25	11	11
CCL5	13	6	0	1
HEATR9	0	0	0	0
TAF15	828	1150	2413	2609
C17orf50	0	2	0	1
MMP28	2	1	0	0
GAS2L2	3	8	0	1
RASL10B	14	31	119	122
RPL17P42	1	4	3	3
AP2B1	2160	2682	7122	7395
SLC13A2	0	0	0	0
RPS7P1	210	272	1249	1251
LOC101060112	0	1	0	1
H3P41	0	0	0	0
SLC46A1	233	299	410	389
SARM1	114	146	214	249
VTN	1	3	0	3
SEBOX	0	0	0	0
MIR4723	0	2	0	0
TMEM199	378	463	361	366
POLDIP2	1659	2128	1749	1826
TNFAIP1	419	478	1058	1117
IFT20	153	189	330	358
TMEM97	580	698	994	963
LOC100129683	0	0	0	0
LOC100533640	0	0	0	0
LOC100996792	0	0	0	0
KCNJ18	0	0	0	0
LOC100533653	0	0	0	0
LINC02693	0	5	0	0
RPL21P120	0	0	0	0
PDLIM1P2	0	0	0	0
KCNJ12	3	0	2	4
RFLNB	8	11	23	22
C17orf97	52	88	31	37
LOC105371430	0	0	0	0
LOC100506388	0	0	0	0
RPH3AL	145	182	205	193
LINC02091	0	0	0	0
DOC2B	0	0	0	0
SCGB1C2	0	0	0	0
GTF2IP17	0	0	0	0
UTP4	643	769	1218	1315
RNU6-22P	0	0	0	0
SNTB2	843	1039	814	919
RNU6-20P	0	0	0	0
LOC388282	0	0	0	0
MIR6772	0	0	0	0
KIFC3	79	89	31	45
KATNB1	134	165	244	284
CES5A	0	0	0	0
CES1	0	0	0	0
PGPEP1L	0	0	0	1
LUNAR1	0	1	0	0
SYNM	26	53	127	137
TTC23	180	251	153	169
MIR4311	0	0	0	0
MEGF11	0	1	0	0
HERC2P11	4	3	0	0
LOC100132202	0	0	0	0
LOC100631268	0	0	0	0
GOLGA8G	0	0	0	0
ABCB10P4	0	0	2	1
MIR4509-3	0	0	0	0
MIR4509-2	0	0	0	0
GOLGA8F	0	0	0	0
LOC100533850	0	0	0	0
LOC645202	0	0	0	0
HERC2P1	0	0	0	0
RPL41P2	7	6	10	12
IGHV5-78	0	0	0	0
MIR5195	0	0	0	0
IGHVIII-76-1	0	0	0	0
IGHV3-76	0	0	0	0
IGHV3-75	0	0	0	0
IGHVII-74-1	0	0	0	0
IGHV3-74	0	0	0	0
IGHV3-73	0	0	0	0
IGHV3-72	0	0	0	0
IGHV3-71	0	0	0	0
IGHV2-70	0	0	0	0
IGHV1-69D	0	0	0	0
IGHV1-69-2	0	0	0	0
IGHV3-69-1	0	0	0	0
IGHV2-70D	0	0	0	0
IGHV1-69	0	0	0	0
IGHV1-68	0	0	0	0
IGHVIII-67-4	0	0	0	0
IGHVIII-67-3	0	0	0	0
IGHVIII-67-2	0	0	0	0
IGHVII-67-1	0	0	0	0
SLC20A1P1	0	0	0	0
IGHV1-67	0	0	0	0
IGHV3-66	0	0	0	0
IGHVII-65-1	0	0	0	0
IGHV3-65	0	0	0	0
IGHV3-64	0	0	0	0
GOLGA4P3	0	0	0	0
IGHV3-63	0	0	0	0
IGHVII-62-1	0	0	0	0
IGHV3-62	0	0	0	0
IGHV4-61	0	0	0	0
IGHVII-60-1	0	0	0	0
RNA5SP389	0	0	0	0
IGHV3-60	0	0	0	0
IGHV4-59	0	0	0	0
IGHV1-58	0	0	0	0
IGHV3-57	0	0	0	0
IGHV7-56	0	0	0	0
IGHV4-55	0	0	0	0
IGHV3-54	0	0	0	0
IGHVII-53-1	0	0	0	0
IGHV3-53	0	0	0	0
IGHV3-52	0	0	0	0
IGHVII-51-2	0	0	0	0
IGHV8-51-1	0	0	0	0
IGHV5-51	0	0	0	0
IGHV3-50	0	0	0	0
IGHVII-49-1	0	0	0	0
IGHV3-49	0	0	0	0
IGHV3-48	0	0	0	0
IGHVIII-47-1	0	0	0	0
IGHV3-47	0	0	0	0
IGHVII-46-1	0	0	0	0
IGHV1-46	0	0	0	0
IGHV1-45	0	0	0	0
IGHVII-44-2	0	0	0	0
IGHVIV-44-1	0	0	0	0
LINC00221	0	2	0	0
IGHVIII-44	0	0	0	0
IGHVII-43-1	0	0	0	0
IGHV3-43	0	0	0	0
IGHV3-42	0	0	0	0
HOMER2P1	0	0	0	0
IGHV3-41	0	0	0	0
IGHVII-40-1	0	0	0	0
IGHV7-40	0	0	0	0
IGHV4-39	0	0	0	0
IGHVIII-38-1	0	0	0	0
IGHV3-38	0	0	0	0
IGHV3-37	0	0	0	0
IGHV3-36	0	0	0	0
IGHV3-35	0	0	0	0
IGHV7-34-1	0	0	0	0
IGHV4-34	0	0	0	0
IGHV3-33-2	0	0	0	0
IGHVII-33-1	0	0	0	0
IGHV3-33	0	0	0	0
GOLGA4P1	0	0	0	0
IGHV3-32	0	0	0	0
IGHVII-30-21	0	0	0	0
IGHV4-30-2	0	0	0	0
IGHV3-30-2	0	0	0	0
IGHVII-30-1	0	0	0	0
IGHV3-30	0	0	0	0
GOLGA4P2	0	0	0	0
IGHV3-29	0	0	0	0
IGHVII-28-1	0	0	0	0
IGHV4-28	0	0	0	0
IGHV7-27	0	0	0	0
IGHVII-26-2	0	0	0	0
IGHVIII-26-1	0	0	0	0
IGHV2-26	0	0	0	0
IGHVIII-25-1	0	0	0	0
IGHV3-25	0	0	0	0
LINC00226	0	0	0	0
HOMER2P2	4	10	7	9
IGHV1-24	0	0	0	0
IGHV3-23	0	0	0	0
IGHVIII-22-2	0	0	0	0
IGHVII-22-1	0	0	0	0
IGHV3-22	0	0	0	0
IGHV3-21	0	0	0	0
IGHVII-20-1	0	0	0	0
IGHV3-20	0	0	0	0
IGHV3-19	0	0	0	0
IGHV1-18	0	0	0	0
SLC20A1P2	0	0	0	0
IGHV1-17	0	0	0	0
IGHVIII-16-1	0	0	0	0
IGHV3-16	0	0	0	0
IGHVII-15-1	0	0	0	0
IGHV3-15	0	0	0	0
IGHV1-14	0	0	0	0
IGHVIII-13-1	0	0	0	0
IGHV3-13	0	0	0	0
IGHV1-12	0	0	0	0
IGHVIII-11-1	0	0	0	0
IGHV3-11	0	0	0	0
IGHV5-10-1	0	0	0	0
IGHV3-64D	0	0	0	0
IGHV3-7	0	0	0	0
IGHV3-6	0	0	0	0
IGHVIII-5-2	0	0	0	0
IGHVIII-5-1	0	0	0	0
IGHV2-5	0	0	0	0
IGHV7-4-1	0	0	0	0
IGHV4-4	0	0	0	0
IGHV1-3	0	0	0	0
IGHVIII-2-1	0	0	0	0
IGHV1-2	1	1	0	0
RPS8P1	207	258	278	302
ADAM6	0	0	1	0
IGHVII-1-1	0	0	0	0
IGHV6-1	0	0	0	0
IGHD1-1	0	0	0	0
FAM30A	0	0	0	0
IGHD2-2	0	0	0	0
IGHD3-3	0	0	0	0
IGHD4-4	0	0	0	0
IGHD5-5	0	0	0	0
IGHD6-6	0	0	0	0
IGHD1-7	0	0	0	0
IGHD2-8	0	0	0	0
IGHD3-9	0	0	0	0
IGHD3-10	0	0	0	0
IGHD4-11	0	0	0	0
IGHD5-12	0	0	0	0
IGHD6-13	0	0	0	0
IGHD1-14	0	0	0	0
IGHD2-15	0	0	0	0
IGHD3-16	0	0	0	0
IGHD4-17	0	0	0	0
IGHD5-18	0	0	0	0
IGHD6-19	0	0	0	0
IGHD1-20	0	0	0	0
IGHD2-21	0	0	0	0
IGHD3-22	0	0	0	0
IGHD4-23	0	0	0	0
IGHD5-24	0	0	0	0
IGHD6-25	0	0	0	0
IGHD1-26	0	0	0	0
IGHJ1P	0	0	0	0
IGHD7-27	0	0	0	0
IGHJ1	0	0	0	0
IGHJ2	0	0	0	0
IGHJ2P	0	0	0	0
IGHJ3	0	0	0	0
IGHJ4	0	0	0	0
IGHJ5	0	0	0	0
IGHJ3P	0	0	0	0
IGHJ6	0	0	0	0
MIR4537	0	0	0	0
MIR4538	0	0	0	0
MIR4507	1	0	0	0
MIR4539	0	0	0	0
IGHM	0	0	0	0
IGHD	0	0	0	0
ATP6V1G1P1	0	0	0	0
IGHG3	3	3	0	0
IGHG1	0	1	0	0
IGHEP1	0	1	0	0
IGHA1	1	0	0	0
ELK2AP	0	0	0	0
IGHGP	0	0	0	0
IGHG2	2	1	0	0
MIR8071-2	0	0	0	0
IGHG4	8	4	0	0
MIR8071-1	0	0	0	0
IGHE	6	4	0	0
IGHA2	0	0	0	0
IGH	0	0	0	0
ELK2BP	1	4	1	1
ATP5MC1P1	0	0	0	0
LOC105370697	20	18	6	9
TMEM121	84	93	59	77
TEDC1	264	287	203	193
CRIP1	81	109	93	80
CRIP2	1570	1860	3280	3460
MTA1	1603	2082	4090	4546
LOC100507437	12	12	4	7
TEX22	20	32	11	10
RPS20P33	4	9	8	4
PACS2	1238	1509	1795	2009
LINC01054	0	0	0	0
CHAMP1	417	502	300	272
LOC101928416	0	0	0	0
LOC100130238	5	6	0	0
GALNT9	0	0	0	0
LINC02825	0	0	0	0
MORN3	8	6	10	2
ORAI1	182	236	201	216
RNU6-1004P	0	0	0	0
MIR7107	1	0	0	1
KDM2B	581	767	1065	1069
RNF34	384	491	368	432
ANAPC5	1502	1800	1438	1557
ANO4	0	1	1	0
RNU6-768P	0	0	0	0
SLC5A8	86	97	0	0
RPS6P19	0	0	0	0
METTL15P2	0	1	0	0
RPS6P22	1	0	0	0
GIHCG	43	26	10	14
ATP23	68	95	112	131
LOC100533641	3	4	2	6
RN7SKP65	0	0	0	0
ST13P8	0	0	0	0
LINC02403	0	0	0	0
SMIM10L1	287	352	635	601
TAS2R18P	5	13	10	10
TAS2R30	7	8	3	2
TAS2R45	0	0	0	0
TAS2R68P	0	0	0	0
TAS2R43	4	4	6	4
TAS2R64P	4	6	8	3
TAS2R46	3	8	1	4
TAS2R63P	4	3	2	0
TAS2R31	15	18	4	3
TAS2R19	6	6	7	6
TAS2R20	9	20	15	18
TAS2R50	2	2	3	0
TAS2R15P	3	5	6	8
TAS2R14	2	3	6	5
PRH1-TAS2R14	4	7	6	3
PRH2	0	0	0	2
TAS2R13	2	5	6	6
TAS2R12P	0	3	6	3
PRH1	3	4	8	7
PRR4	1	0	1	0
PRH1-PRR4	0	0	0	0
LOC100420580	0	0	3	1
TAS2R10	1	2	2	0
TAS2R9	0	0	1	1
TAS2R8	0	0	0	0
TAS2R7	0	0	0	0
C1S	3	1	1	5
LOC100419825	0	0	0	0
RPL37P20	0	0	0	0
LPCAT3	232	244	501	504
EMG1	456	620	561	637
SCARNA12	570	794	1138	1183
PHB2	1410	1805	3880	4141
MIR141	0	0	1	2
MIR200C	0	0	0	1
MIR200CHG	12	9	47	53
PTPN6	410	440	467	482
RNU7-1	2	1	1	5
C12orf57	509	535	1223	1228
ATN1	1451	1695	2191	2440
ENO2	236	300	23	22
LRRC23	36	52	81	86
